lr,train_loss,train_acc,recall,precision,f1,l1,l2,grad_norm,epoch,train_time,valid_loss,valid_acc,valid_label_acc,valid_time
0.0004937549650083461,0.4923568106731809,0.7377783653713631,0.6395273639358133,0.6837541113904092,0.660901663918453,17105.171591438353,38.60817298810047,2.628341564568485,0,283.25695395469666,0.38135235661940037,0.8141502038524868,0.8141502038524868,51.76025176048279
0.0004937549650083461,0.23960290804061926,0.8918606879484807,0.7545778949205375,0.7926459247272405,0.7731435952610698,19262.545278823236,42.64967716355817,0.8867917291802763,1,334.01536655426025,0.1754377375108947,0.9231241753454539,0.9231241753454539,81.27348184585571
0.0004937549650083461,0.15337223696310315,0.9334264427902553,0.7900690518762002,0.7592259408174481,0.7743404865442143,20822.18509094976,45.769926676205955,0.7782455508361127,2,482.6531753540039,0.13284180880182508,0.9424033228215067,0.9424033228215067,111.91545343399048
0.0004937549650083461,0.11904546711258616,0.9489402064966397,0.8062067802327543,0.7914328458822903,0.7987515031794296,22266.14203753561,48.76923895737398,2.7693247579320506,3,532.3884546756744,0.10975337552009441,0.9534176484280191,0.9534176484280191,116.6324257850647
0.0004937549650083461,0.10706070089681002,0.9547660754791459,0.866924706845489,0.7820847701539547,0.8223222723107098,23640.74099667184,51.73287142458323,2.635061299852987,4,576.1310288906097,0.1008913143240898,0.9571496440325534,0.9571496440325534,124.17088985443115
0.0004937549650083461,0.09606818168352327,0.9596572966447834,0.8404064518837989,0.8195191857744502,0.8298314039405219,24890.59194279363,54.541279770295915,1.273336588340436,5,599.8928654193878,0.09333928873900958,0.9602333911897664,0.9602333911897664,119.31368470191956
0.0004937549650083461,0.08833543076183274,0.9632269945524526,0.8492204899777283,0.843629470612506,0.846415747492958,26012.875939297024,57.14506187285681,1.7077267834659156,6,595.7639870643616,0.08407090755058921,0.9647158953860997,0.9647158953860997,115.7949869632721
0.0004937549650083461,0.08128964124153115,0.9666330535091494,0.8372042530863826,0.8517311833894748,0.8444052434684752,27048.426767432844,59.55850947770787,1.4676086723082473,7,581.3041546344757,0.08484062046589826,0.9648201328030015,0.9648201328030015,113.9911150932312
0.0004937549650083461,0.07748786022719903,0.9683816025422006,0.9025053058132474,0.8502945508100147,0.8756223258581316,28008.317800098477,61.848103430786736,0.788746004619611,8,566.1791396141052,0.07318577103370386,0.9705082375689577,0.9705082375689577,117.76514005661011
0.0004937549650083461,0.07172665400562425,0.9710279956948417,0.8890324829891082,0.8655068291141462,0.8771119347664937,28840.02330937631,63.90835897270018,1.015822607944653,9,585.6328477859497,0.07069741954303367,0.9713578615565472,0.9713578615565472,118.64653301239014
0.0004937549650083461,0.06875924369955459,0.9723621734944071,0.9309563960491448,0.8565855388571175,0.8922238640561508,29609.39896336918,65.85047506807751,0.7637298547051358,10,580.2033331394196,0.06505325801527614,0.9741621768974824,0.9741621768974824,120.5945942401886
0.0004937549650083461,0.06602432098848025,0.9737111764216442,0.9199482021321448,0.8663142550862406,0.8923260277093759,30316.972141559003,67.65368640965725,1.328239865001706,11,548.6651563644409,0.06335535069494296,0.9745705709600487,0.9745705709600487,106.25002789497375
